answers,link,questions
 ,https://www.theguardian.com/news/2015/may/30/weekend-quiz-charles-bukowski-alan-johnson,"1 ||Which comic dog is an Abyssinian wire-haired tripe hound? ||2 ||Which party received the most ever votes in a UK election, and when? ||3|| In US gambling, what is OTB? ||4|| Which early New Romantic hit namechecks “some New Romantic”? ||5|| The UK’s nuclear weapons are kept at which base? ||6 ||“… Announcing Jehovah’s Kingdom” completes the title of which magazine? ||7 ||What did Blind Pew deliver to Billy Bones? ||8 ||What piece of music technology was the Linn LM-1? ||What links: ||9 ||Bruce Reitherman; Louis Prima; Phil Harris; George Sanders; Sebastian Cabot? ||10|| Pennyroyal; water; apple; pineapple; horse; spear; pepper? ||11|| Belleek, County Fermanagh and Lowestoft, Suffolk? ||12 ||Eduardo Paolozzi; Isaac Newton; William Blake? ||13 ||Black cat; raven; orangutan; scarab beetle; death’s-head hawkmoth? ||14 ||Alan Johnson; Charles Bukowski; Raymond van Barneveld; Terry Griffiths? ||15 ||Denisova Cave, Siberia; East Rudolf, Kenya; Neander Valley, Germany?"
 ,https://www.theguardian.com/news/2015/jun/06/quiz-general-knowledge-guardian,"1|| Where did the Cottesloe become the Dorfman?|| ||2|| What was towed from the Falklands to Bristol in 1970? ||3|| Where are the 52 Brodmann areas? ||4|| Venezuelan José Antonio Abreu founded which music programme? ||5|| Whose last ride was on Box Office at Sandown? ||6|| Who was famously photographed sitting in Hitler’s bathtub? ||7|| Which actor said, “I do not live in the world of sobriety”? ||8|| Which tennis champion wrote the 1939 mystery Death Serves An Ace? ||What links: ||9 ||Limerick; London; Hull; Newcastle; Edinburgh; Invergordon? ||10|| Cotton; Harley; Sloane; Arundel? ||11|| Mark Wahlberg; Jamie Dornan; Freddie Ljungberg; Justin Bieber? ||12|| Begonia; magnolia; leotard; Braille; nicotine? ||13|| Cliff Richard; Madonna; 10cc; Dizzee Rascal; Sex Pistols? ||14|| Hellbender; mud puppy; axolotl; olm; triton; water dog? ||15|| Zoroastrianism; Manichaeism; Bogomilism; Catharism; Gnosticism?"
 ,https://www.theguardian.com/news/2015/jul/04/quiz-general-knowledge-guardian,"1|| Which monolith was unveiled on 3 May in Hastings? ||2 ||Who flew from New York to London just to sing “cherry cola”? ||3 ||What is the only native venomous mammal in the UK? ||4 ||Which national football team’s last game was on 12 September 1990? ||5 ||Which script was deciphered by Michael Ventris? ||6 ||Whose neighbours are the Swansons and Quagmire? ||7 ||Trafford General in 1948 was the first what? ||8 ||In 1974, who announced that “our long national nightmare is over”? ||What links: ||9 ||Mathematics; drug addiction; wrestling; Tchaikovsky ballet; Book of Genesis? ||10 ||AAA; CCC; FCC; PWA; SEC; TVA; WPA? ||11|| Buckfast tonic wine; La Trappe beer; Chartreuse liqueur? ||12|| Fishleigh, Devon; Pensthorpe, Norfolk; Ynys-hir, Wales; Minsmere, Suffolk? ||13|| American Pharoah (sic), 2015; Affirmed; Seattle Slew; Secretariat? ||14|| Basil Spence; Jacob Epstein; Graham Sutherland; Benjamin Britten? ||15|| North-eastern Somalia; southern Chile; Bosphorus inlet, Istanbul?"
"What links:|| ||9|| Luise Rainer; Katharine Hepburn; Spencer Tracy; Jason Robards; Tom Hanks?||10|| Dumfries; Aretha Franklin; Mary Portas; jam, meringue and breadcrumbs? ||11|| Euphotic; disphotic; aphotic? ||12|| Martin Amis; Robert Harris; Len Deighton; Philip K Dick? ||13|| Coachman; Swift; Elddis; Rimor; Hobby? ||14|| Succeeded Macmillan; lowered by a semitone; Hugh Laurie medic? ||15|| The Pogues; Chicago; Liberty X; the Chemical Brothers; Suede?",https://www.theguardian.com/news/2015/jun/13/weekend-quiz-london-underground,"1|| The “Surgeon’s Photograph”of 1934 was claimed to show what creature? ||2|| Who was the husband of Nefertiti?||3|| Which extended family meets every other year at Yasnaya Polyana in Russia? ||4|| Which TV detective had a dog called Dog?||5|| Who is the only British boxing Olympic gold medallist to win a professional world title? ||6|| Which two London Underground lines cross the M25? ||7|| Who ate lettuces, French beans and radishes but then felt sick? ||8|| Filibeg is another name for what item of clothing?"
 ,https://www.theguardian.com/news/2015/jul/18/quiz-general-knowledge-guardian,"1|| Who rode to see Wolverhampton Wanderers on a bike called Mr Phoebus? ||2|| Which theatrical warning was delivered by a soothsayer? ||3|| Whose proposed match led to the Rough Wooing? ||4|| Which technology was demonstrated on Pall Mall in 1807? ||5|| What is the only country crossed by the equator and a tropic? ||6|| Which UK daily newspapers have a gothic font masthead? ||7|| Who was a “habitual criminal who accepts arrest as an occupational hazard”? ||8|| In the early 1960s, who owned the Carousel Club in Dallas? ||What links: ||9|| Novel by John Steinbeck; psychological case study by Robert Lindner; novel by Edna Ferber? ||10|| Sanspareils Greenlands; Readers; Dukes; Kookaburra? ||11|| USA; USSR; DHSS? ||12|| Adopted, 1821; suspended, 1914; part restored, 1925; abandoned, 1931? ||13|| Kazakhstan; Ukraine; Palau; Sweden; EU? ||14|| Elder; Nagano; Skrowaczewski; Loughran; Barbirolli? ||15|| Ajaccio; Portoferraio; Jamestown?"
 ,https://www.theguardian.com/news/2015/jul/11/quiz-general-knowledge-guardian,"1|| Which character was injured by an apple thrown by his father? ||2|| Who thanked Denis Compton in an Oscar acceptance speech? ||3|| What tragedy happened “On the last Sabbath day of 1879”? ||4|| Where did left and right, politically, originate? ||5|| In what sport do two vehicles race over 1/4 mile? ||6 ||The writers’ group PEN was originally an acronym for what? ||7|| Which South American rodent is the world’s largest? ||8|| “It’s toasted” was which brand’s advertising slogan? ||What links: ||9|| Abjad; Abugida; Logographic; Syllabic; Alphabetic? ||10|| Los Angeles, CA; Cook, IL; Harris, TX; Maricopa, AZ? ||11|| A Study Of Provincial Life; The Weaver Of Raveloe; The Radical? ||12|| Yeats and Frankel, Ascot; Red Rum, Aintree; Kauto Star and Desert Orchid, Kempton Park? ||13|| Likud; Hatnuah; Labor; Shas; Yesh Atid; Meretz? ||14|| Sent to Coventry in 2014; Aristophanes; Iain Banks debut? ||15|| American Pie; Goodbye Pork Pie Hat; All Those Years Ago; I’ll Be Missing You?"
 ,https://www.theguardian.com/news/2015/may/16/quiz-general-knowledge-guardian,"1|| Ariel by André Maurois was the first of what? ||2|| “Travail, famille, patrie” was the motto of which state? ||3|| Long-serving royal steward William Tallon had whatnickname? ||4|| Aunt Jobiska’s nephew was lacking which digits? ||5|| What is the only Unesco world heritage site in Northern Ireland? ||6|| What distinguishes ratite birds? ||7|| Which chancellor of the exchequer died in office in 1970? ||8|| A Sammarinese is a native of where? ||What links: ||9|| Edmund Beckett Denison; George Mears; Benjamin Hall; Elizabeth II? ||10|| Tom Sawyer; Jane Eyre; Oliver Twist and David Copperfield; Jude Fawley? ||11|| The Peacock; the Eye; the Alphabet? ||12|| California; Speciale; Spider; Berlinetta; FF? ||13|| Sharjah; Ajman; Fujairah; Ras al-Khaimah; Umm al-Quwain? ||14|| Desire to travel; joy in others’ misfortune; a weary feeling about life? ||15|| Leicester; Everton; Fulham; Leeds; Blackpool; Liverpool; Manchester United (2); West Ham (3)?"
See the answers here.,https://www.theguardian.com/news/2015/jul/25/the-weekend-quiz,1|| What did the case of Obergefell v Hodges decide? ||2|| Who was “fluent in over six million forms of communication”?||3|| Which two England footballers have been sent off twice? ||4|| Who hosted notorious parties on Ambleside Avenue in Streatham?||5|| Which songwriting partnership was known as H-D-H? ||6|| The long-tailed planigale is the smallest of what type of mammal? ||7|| The Dole Plantation maze in Hawaii is in the shape of what? ||8|| Which musical group is based at the Palais Augarten? ||What links:|| ||9|| Cavan; Monaghan; Donegal? ||10|| Fairy tale uxoricide; Edward Teach; Frederick I and Oruç Reis? ||11|| Wicketkeeper; obsolete word; extinct taxon? ||12|| Wonder Woman; Jay Z; Lil Wayne? ||13|| Brake; Carmichael; Clegg; Farron; Lamb (and three others)?||14|| Brother; Corona; Olivetti; Adler; Hermes; Remington? ||15|| Asia (8); Pacific (11); Europe (3); Caribbean and the Americas (13); Africa (18)?
 ,https://www.theguardian.com/news/2015/aug/15/quiz-general-knowledge-guardian,"1|| Which dystopian classic was written in a farmhouse on Jura?||2|| Berlin graffiti art My God, Help Me To Survive This Deadly Love depicts who kissing? ||3|| Kellingley in North Yorkshire is the last of what in the UK? ||4|| Which philosopher designed the Panopticon prison? ||5|| In football, what is Panenka? ||6|| Which musical ensemble is abbreviated to OAE? ||7|| How did solicitor Matthew Dick propose in June? ||8|| Which titular instrument is played by Tamino? ||What links: ||9|| Broadcasting House; Westminster Cathedral; 55 Broadway; Midland hotel, Morecambe? ||10|| Eminem; Isaac Hayes; Lionel Richie; Bruce Springsteen; Phil Collins? ||11|| Osan; Inchon; Imjin river; Heartbreak Ridge; Chosin reservoir? ||12|| Don DeLillo’s Libra; Stephen King’s 11/22/63; James Ellroy’s American Tabloid? ||13|| Cumbria, 1957; Pennsylvania, 1979; Ukraine, 1986; Japan, 2011? ||14|| Joanna Kramer; Zofia Zawistowski; Margaret Thatcher? ||15|| Scroll; tablet; lyre; flute; tragic and comic masks; cithara; veil; globe and compass?"
"What links:||9|| Jaipur; repeatedly stolen diamond; Angostura bitters; Brighton gangster?||10|| Coverdale; Matthew’s; Great; Geneva; Douai?||11|| Chris; Vin; Chico; O’Reilly; Lee; Britt; Harry?||12|| Anthony Powell; Tracy Chevalier; Donna Tartt?||13|| 1,435 mm (UK); 1,520 mm (in Russia and Finland); 1,668 mm (in Spain and Portugal)?||14|| North Malé; South Malé; Huvadhu; Ari; Thiladhunmati?||15|| The following film stars: Vivien Leigh; Elizabeth Taylor; Amanda Barrie; Monica Bellucci?",https://www.theguardian.com/news/2015/apr/18/the-weekend-quiz,"1|| In 1876, Thomas Watson became the first recipient of what?||2|| Who wrote what are known as the “black spider memos”?||3|| What has been described as “an illusion glimpsed in the aftermath of victory”?||4|| Which river flows through Bordeaux and Toulouse?||5|| Who is the only winner of four Oscars for best director?||6|| Which game is played on a board with 361 squares?||7|| Which Austrian chancellor was assassinated in 1934?||8|| Who spent what was later called a “lost weekend” with May Pang?"
"1|| Clyde Tombaugh (discovered Pluto).||2|| Dr Spock’s Common Sense Book of Baby and Child Care.||3|| Micronesia.||4|| Barrymore actors.||5|| Cyprus.||6|| Westminster Abbey.|| ||7|| Gladstone.|| ||8|| Delta Air Lines.||9|| Caribbean Premier League cricket teams.||10|| ‘The Three...’ in Sherlock Holmes stories.||11|| Rock managers: Elvis (as Colonel Tom Parker); ABBA; The Who; Rolling Stones; Led Zeppelin.||12|| Snow characters: John S, Game Of Thrones; President S, Hunger Games; S White, Disney film.||13|| Highest peaks in Brecon Beacons National Park.||14|| Pre-Raphaelite Brotherhood muses and models.||15|| Settings of Woody Allen films: various; Sleeper; Love and Death; Match Point etc; Vicky Cristina B; Midnight in P.",https://www.theguardian.com/news/2015/aug/08/quiz-general-knowledge-guardian,"1 Whose ashes recently passed Pluto on board the New Horizons probe?||2 Which manual starts with the words “you know more than you think you do”?||3 Who conceded 114 goals in football matches v Fiji, Tahiti and Vanuatu?||4 Which dynasty includes Lionel, Ethel, John and Drew?||5 EOKA was active on which island?||6 Which landmark’s address is 20 Dean’s Yard, London SW1?||7 Who was described by Randolph Churchill as “an old man in a hurry”?||8 Which major airline has its hub at Atlanta, Georgia?||What links: ||9 Barbados Tridents; Jamaica Tallawahs; St Lucia Zouks; Guyana Amazon Warriors?||10 Students; Gables; Garridebs?||11 Andreas Cornelis; Stig Anderson; Kit Lambert; Andrew Loog Oldham; Peter Grant?||12 Kit Harington; Donald Sutherland; Adriana Caselotti?||13 Pen y Fan; Corn Du; Fan Brycheiniog; Cribyn?||14 Elizabeth Siddal; Alexa Wilding; Jane Morris; Fanny Cornforth?||15 New York, often; the year 2173; 19th-century Russia; London x4; Barcelona; Paris?"
 ,https://www.theguardian.com/news/2015/aug/01/guardian-weekend-magazine-quiz-thomas-eaton,"1|| Chemist Donna Nelson was science adviser on what TV series? ||2|| Who carries a tablet reading July IV MDCCLXXVI? ||3|| Who partnered Martina Navratilova to 21 grand slam doubles titles? ||4|| What shape are sheep and goats’ pupils? ||5|| Which composer was the “London Bach”? ||6|| In Japan, what characterises the phenomenon of hikikomori? ||7|| Which of the Brontës’ novels is subtitled “An Autobiography”? ||8|| Which Caribbean capital was abandoned after a 1995 volcanic eruption? ||What links:|| ||9|| Magna Carta; Urban Broughton; Commonwealth Air Force; JFK; Elizabeth II? ||10|| George of Lydda; Beowulf; Siegfried; Bard the Bowman? ||11|| Gerald Kaufman; Peter Tapsell; Alan Williams; Tam Dalyell? ||12|| Triton; Nereid; Naiad; Thalassa; Despina; Galatea (plus at least seven more)? ||13|| Highest credit rating; loudest/softest music dynamics; sinister white-hooded group; Vin Diesel film? ||14|| Sophocles; Euripides; Richard Strauss; Eugene O’Neill? ||15|| Forth Bridge; Hamburg warehouses; Champagne vineyards and cellars? || "
 ,https://www.theguardian.com/news/2015/apr/25/quiz-general-knowledge-guardian,"1|| In 1973, which actor’s pallbearers included Steve McQueen and James Coburn? ||2|| The Secession is an art nouveau landmark in what city? ||3|| Which country dropped “Western” from its name in 1997? ||4|| Which entertainers are heels or faces? ||5|| Which fashion designer’s cat earned £2m in modelling fees last year? ||6|| What device was nicknamed the “national razor” or “little window”? ||7|| Of The Division Of Labour is the first chapter of what book? ||8|| In March, policeman Lee Casciaro scored which side’s first competitive goal? ||What links: ||9|| Family; Chancery; Queen’s Bench? ||10|| Marcus Butler; Tyler Oakley; Zoe Sugg; Alfie Deyes; Tanya Burr? ||11|| Pheidippides, 490BC; Spiridon Louis, 1896? ||12|| The Crystals; the Ronettes; the Beatles; Ramones; Leonard Cohen? ||13|| Duke of York; Red Wing; Rochester; Bonanza; Peregrine? ||14|| 1915-1922; 1931-1945;  2010-2015? ||15|| Dessert company boss; beach lifeguard; White House press secretary; egghead?"
 ,https://www.theguardian.com/news/2015/apr/11/quiz-general-knowledge-guardian,"1|| Who landed at Floors Farm, Eaglesham, in Scotland on 10 May 1941? ||2|| What’s the only Asian country the equator passes through? ||3|| Who were judged by Paris and what was the result? ||4|| What did McVan’s To Russia With Love win in March? ||5|| Which sport is based on the Knickerbocker Rules? ||6|| Where did villagers read the Tally Ho newspaper? ||7|| Who patented the process of putting rivets on work trousers? ||8|| Elizabeth Mackintosh wrote under which two pseudonyms? ||What links: ||9|| Opus Majus (13th century); The Advancement Of Learning (1605); Screaming Popes (1950s)? ||10|| Belmont; Emley Moor; Crystal Palace; Winter Hill; Pontop Pike? ||11|| Gene Hackman; John Shea; Michael Rosenbaum; Kevin Spacey? ||12|| IBEX 35; CAC 40; ISEQ 20; OBX; DAX? ||13|| Liverpool FC in 1996; Kirk Stevens; Harland Sanders; Alec Guinness as a chemist? ||14|| Wilkes; Victoria; Queen Maud; Ellsworth; Marie Byrd? ||15|| Redoutable; Rubis; Triomphant; Barracuda (in development)?"
 ,https://www.theguardian.com/news/2015/may/02/quiz-general-knowledge-guardian,"1|| What did Trevor Chappell controversially deliver on 1 February 1981? ||2|| Which Russian artist founded the Suprematism movement? ||3|| Which writers were childhood neighbours in Monroeville, Alabama? ||4|| Who was a “brave bad man”, according to the Earl of Clarendon? ||5|| More than half of all bird species belong to which order? ||6|| Who’s the vicar of St Saviour in the Marshes, Hackney? ||7|| What brand name stood for “durability, reliability and excellence”? ||8|| Won by the Duke Blue Devils, what is March Madness? ||What links: ||9|| Sarajevo; Port of Spain; Kingstown; Basseterre; Saint John’s? ||10|| The birth of Richard III and the death of Mary, Queen of Scots? ||11|| Ross Perot; John B Anderson; George Wallace; Strom Thurmond? ||12|| Seagram; Martell; John Smith’s; Crabbie’s? ||13|| 1; 1.4142; 1.7320; 2; 2.2360? ||14|| Hare; lobster; oyster; crab; pork? ||15|| Ilium; Quercus; ||wood||; Uriah the Hittite’s wife?"
 ,https://www.theguardian.com/news/2015/may/09/quiz-general-knowledge-guardian,"1|| Which two Britons hold athletics outdoor world records? ||2|| Which beagle came from the Daisy Hill Puppy Farm? ||3|| From what did Peg Entwistle jump to her death in 1932? ||4|| Whose height was six cubits and a span? ||5|| Which Suffolk port has been described as Britain’s Atlantis? ||6|| Which Lord Of The Rings actor had actually met Tolkien? ||7|| What disease was traced to a pump in Broad Street, Soho? ||8|| Who followed Cathy, Emma and Tara? ||What links: ||9|| Klee; Kokoschka; Kandinsky; Dix; Beckmann; Nolde (Munich, 1937)? ||10|| Maritime in Latin; ice in German; white in Russian; of the pole in English? ||11|| Nathanael West; John Wyndham; Frederick Forsyth; Paul Scott? ||12|| Blue (upper case); red, yellow-orange, blue, green, red (all lower case)? ||13|| Dukkha; Samudaya; Nirodha; Magga? ||14|| Finnish; Estonian; Hungarian? ||15|| Bondfield; Wilkinson; Horsbrugh; Castle; Hart?"
 ,https://www.theguardian.com/lifeandstyle/2014/dec/27/2014-weekend-quiz-of-the-year,"1|| What did Iain Watters consign to the bin? ||2|| Where was the sea wall and railway line swept away in February? ||3|| Who finished 67th in the Olympic women’s giant slalom? ||4|| Which 2014 album was named after its running time? ||5|| What finished 2,001,926 to 1,617,989? ||6|| Whose last comedy tour was the aptly titled Quick… Before They Close The Lid? ||7|| What caused the Doughty Street Chambers website to crash? ||8|| What ended in Harrogate on 5 July? ||9|| What was the first 2014 film release to gross $1bn worldwide?||10|| Laura Bates founded which campaigning website? ||11|| Which group’s motto is “Remaining and Expanding”? ||12|| What were London cabbies protesting about in September? ||13|| What had a close encounter with Churyumov-Gerasimenko? ||14|| Where were Mac and Cheese reprieved in November? ||15|| Kim Kardashian “broke the internet” with a shoot for what mag? ||What links: ||16|| Michael Kane; Robert Jenrick; Douglas Carswell; Liz McInnes; Mark Reckless? ||17|| Alien; cat; crescent moon; love yer brain; dog, and with a little help from my fwends? ||18|| Spurs; Kings; Seahawks; Giants? ||19|| 5774-5775; Heisei 26; 1435-1436; 2006-2007; Snake-Horse? ||20|| Ron Woodroof; Jeanette Francis; Rayon; Patsey? ||21|| Henri Matisse; Piet Mondrian; JMW Turner; Richard Hamilton; Kazimir Malevich? ||22|| The Autumn Of The Patriarch; The Conservationist; The Queen And I; The Children Of Men? ||23|| Australia; Miss France; Night of Thunder; Taghrooda; Kingston Hill? ||24|| Cormac Murphy-O’Connor (2001); Vincent Nichols (in February)? ||25|| Anglesey sea salt; West Country beef; West Country lamb?"
 ,https://www.theguardian.com/theguardian/2015/jan/17/quiz-general-knowledge-guardian,"1 ||Which country lost its coastline in the war of the Pacific? ||2|| What fantasy land’s name was inspired by an Umbrian hilltown? ||3|| The penguin Tux is the mascot of which operating system? ||4|| What spice comes from the unripe berries of the pimento tree? ||5|| In what field are Syd Field and Robert McKee “gurus""? ||6 ||Artist François Boucher said that what was “too green and badly lit”? ||7|| Who are coached by a répétiteur? ||8|| Where is the Royal Agricultural University? ||What links: ||9|| Shark; cows’ heads; cow and calf; sheep; fish; butterflies; zebra? ||10 ||Bribes; cave; chair; coin; lecture; stage? ||11|| Christopher Marlowe, 1593; Duke of Buckingham, 1628; George Cornell, 1966? ||12|| The Enchanted Island; Forbidden Planet; Prospero’s Books? ||13|| Beefeater Gin; Aberdeen Asset Management; Xchanging; BNY Mellon? ||14|| Staghorn; pillar; lettuce; brain; birdsnest; mushroom? ||15|| Great; Choral; From the New World? "
 ,https://www.theguardian.com/news/2015/apr/04/quiz-general-knowledge-guardian,"1|| Where did the Heisei era begin on 8 January 1989? ||2|| What’s been judged to be too close to Got To Give it Up? ||3|| Who was the last Frenchman to win the Tour de France? ||4|| Robert Raikes initiated what religious educational movement in 1780? ||5|| How is the online celebrity Tardar Sauce better known? ||6|| Which Russian statue sits on the 1,000,000+ kg Thunder Stone? ||7 ||For what is the Bookseller/Diagram prize awarded? ||8|| Who was Benjamin Harrison’s predecessor and successor as US president? ||What links: ||9 ||William Gladstone; US Republicans; Celtic or Everton; Frederick Augustus? ||10|| Red (8); pink (17); dark blue (12); light blue (24)? ||11|| Fool’s webcap; destroying angel; autumn skullcap; deadly dapperling? ||12|| Sky Bet; npower; Coca-Cola; Nationwide? ||13|| Lanthanum; cerium; promethium; samarium; erbium (and 12 others)? ||14|| Gordon’s gin; vodka; Kina Lillet; lemon peel? ||15|| Albert Dieudonné; Rod Steiger; Vladislav Strzhelchik; Marlon Brando; Trevor Howard?"
 ,https://www.theguardian.com/theguardian/2015/jan/24/quiz-geeneral-knowledge-guardian,"1|| What was Rudyard Kipling’s first language? ||2|| In printing, which colours make up the CMYK model? ||3|| Which economist has declined the Légion d’honneur? ||4|| Whose first book was 1898’s The Story Of The Malakand Field Force? ||5|| What was known to the Arabs as “Chinese snow”? ||6|| What became the 19th member of the Eurozone in January 2015? ||7|| Who moved from Fort Baxter to Camp Fremont? ||8|| What did Orson Welles describe as “the biggest electric train set any boy ever had”? ||What links:|| ||9|| Willow; marsh; great; blue; coal; crested; bearded? ||10|| VS Naipaul; Trevor McDonald; Brian Lara; Nicki Minaj? ||11|| Sidereal; Atomic; Ephemeris; Universal; Dynamical? ||12|| Fanya Kaplan; Violet Gibson; Lynette Fromme and Sara Jane Moore? ||13|| Eder; Môhne; Sorpe? ||14|| Sidney Nolan; Peter Carey; Mick Jagger and Heath Ledger? ||15|| Angela Berners-Wilson (1994) and Libby Lane (2014)?"
 ,https://www.theguardian.com/theguardian/2014/dec/20/quiz-general-knowledge-guardian,"1|| What festive feature was denounced as a “social evil” in an 1877 letter to the Times? ||2|| Constantine XI Palaeologus was the last ruler of what? ||3|| As in the Twelve Days of Christmas, what is a “colly” bird? ||4|| Which drink is named after a Resistance hero, later mayor of Dijon? ||5|| What should have been prepared on 23 November this year? ||6|| Where did “mud angels” save flood-damaged art in 1966?||7|| Who has sung on three versions of Do They Know It’s Christmas?||8|| Which unexpected bestseller is set at the University of Missouri?||What links: ||9|| England (10); Wales (3); Scotland (2); Northern Ireland (none)? ||10|| Sviatoslav, pianist; Charles, seismologist; Gerhard, painter; Hans, conductor? ||11|| Josh Earnest; Jay Carney; Robert Gibbs? ||12|| Carlisle United; Grimsby Town; Workington; Huddersfield Town; Liverpool? ||13|| Farsi; Urdu; Hebrew; Arabic? ||14 ||Bombarde; Flageolet; Gedeckt; Trumpet; Twenty-Second; Vox Humana? ||15|| Walter the Softy; Donald Duck; Hercule Poirot; second, third and 11th incarnations of the Doctor? "
 ,https://www.theguardian.com/theguardian/2015/jan/03/quiz-general-knowledge-guardian,"1|| What 1890s work is the longest symphony in the standard repertoire? ||2|| William Crimsworth in the title character of which Victorian novel? ||3|| What medical procedure is known as Lasik?||4|| WE Barclay was the first manager of which football rivals? ||5|| Which sitcom was filmed at Cricket House, Somerset? ||6|| Which clothing company is based in Simonside, South Shields?||7|| A 1954 expedition funded by the Daily Mail set out to find what? ||8|| Whose gravestone reads “Never a loser be, only a winner he”? ||What links: ||9|| Lexington and Concord; Bunker Hill; Trenton; Saratoga; Yorktown? ||10|| The name of the Grampian mountains; the name Imogen? ||11|| The Arnolfini Portrait; Las Meninas; A Bar At The Folies-Bergère? ||12|| Michael Caine; Billy Connolly; Chadwick Boseman; Hugh Bonneville? ||13|| Los Santos; San Fierro; Las Venturas; Vice City; Liberty City?||14|| Andrew Parker; Alex Younger; Robert Hannigan? ||15|| Eh bien, mon prince; All happy families are alike? "
 ,https://www.theguardian.com/theguardian/2015/jan/10/quiz-general-knowledge-guardian,"1|| Which English composer died at the Battle of the Somme? ||2|| In 1960, who made a speech lasting four hours 29 minutes at the UN? ||3|| Which biologist coined the term “agnostic”? ||4|| Who’s the only player to have scored 20,000-plus runs and taken 500-plus wickets in international cricket? ||5|| Which dystopia could be 232.8°C? ||6|| What, originally, had feet of clay? ||7|| Which visual aid was developed in 1887 by Adolf Fick? ||8|| The French territory Saint Pierre and Miquelon lies off which country? ||What links: ||9|| Leopold; Albertina; Belvedere; Essl; Mumok? ||10|| Desperate Remedies; HMS Victory; South Australian wine; Bane? ||11|| Fess; pale; bend; bend sinister; saltire; pall; chevron? ||12 ||Aristide Bruant; May Belfort; Jane Avril; Cha-U-Kao; Louise Weber? ||13|| Methane (1); ethane (2); propane (3); butane (4); pentane (5)? ||14|| Arthur of Brittany; Edward V and Richard of Shrewsbury? ||15|| Eddie; Skeleton Uncle Sam; Dropout Bear; Buffalo Man? "
 ,https://www.theguardian.com/theguardian/2014/dec/13/quiz-general-knowledge-guardian,"1|| Who was the only US president with a PhD? ||2|| Which photoshoot took place on 8 August 1969 in NW8?||3|| Cornelius Rooster is the mascot of what food brand?||4|| Conventional, reversible and horse-drawn are categories in what rural contests? ||5|| Who was “the most magical saggy old cloth cat in the whole wide world”? ||6|| Which Nobel prizewinner translated Shakespeare into Russian? ||7|| Which Asian capital stands on the Chao Phraya river? ||8|| Which of his works is in the background of Seurat’s The Models? ||What links: ||9|| Status Quo; Van Halen, Rick Wakeman and Eurythmics; Taylor Swift? ||10|| Burchell’s; Hartmann’s; Grant’s; Grévy’s; Chapman’s? ||11|| Aston Villa, Everton and Blackburn (1888 and again in 1992)? ||12|| OCR; AQA; Edexcel? ||13|| Pendle and Samlesbury, 1612; Belvoir, 1619; Bury St Edmunds, 1645? ||14|| Six US flags; two golf balls; a golden olive branch; 96 bags of urine, faeces and vomit? ||15|| Budmouth; Emminster; Melchester; Mellstock; Sandbourne; Shaston?"
 ,https://www.theguardian.com/news/2015/feb/14/quiz-general-knowledge-quardian,"1|| Which river flows through more countries than any other? ||2|| In the first world war, what was a “Blighty one”? ||3|| Tsar Alexander I is a silent role in which opera? ||4|| What is a blue straggler? ||5|| Who shot the villainous bailiff Gessler? ||6|| Edmund Burke called what UK city the “great toyshop of Europe”? ||7|| Which two rivals agree that they can’t bake a pie? ||8|| Who took the name Sebastian Melmoth while living in exile? ||What links: ||9|| White Lodge, Richmond in 1894; 4 Rue du Champ d’Entraînement, Paris, in 1972? ||10|| Malala Yousafzai (17); Lawrence Bragg (25)? ||11|| Jamestown; Georgetown; Edinburgh of the Seven Seas? ||12|| Leo McKern; Kenneth Williams; Donald Pleasence; James Frain; Mark Rylance? ||13 ||Spinner; Allotter; Inflexible? ||14|| Baltimore; Seattle; Philadelphia; Atlanta; Arizona (in US sport)? ||15|| The Fall Guy; Fresh Prince Of Bel-Air; A Fine Romance; Frasier; Minder and New Tricks?"
 ,https://www.theguardian.com/news/2015/feb/07/quiz-general-knowledge-guardian,"1|| Whose pet is a black labrador called Connie Paulgrave? ||2|| Who said, “If only I had known, I should have become a watchmaker”? ||3|| The Talmud was written in Hebrew and which other language? ||4|| What gift scheme was launched by publisher Harold Raymond? ||5|| What does something “pavonine” resemble? ||6|| Which artist said that his masterpiece was the Rosaire Chapel in Vence? ||7|| Which off-Broadway musical ran from 1960 to 2002? ||8|| What was launched the night Grace Archer died? ||What links: ||9|| Freedom of the Church (1); remarriage of widows (8); fish weirs (33); application of justice (40)? ||10|| Thames at Southwark; Colorado river at Lake Havasu City? ||11|| Radio series (1978); novel (1979); TV series (1981); film (2005)? ||12|| Stidda; ’Ndrangheta; Camorra; Sacra Corona Unita? ||13|| 23 July to 22 August; Peugeot; eggs; English and Scottish crown? ||14|| Henri Gaudier-Brzeska; Rudolph Valentino; Mahler; Tchaikovsky; Liszt? ||15|| Valérie; Carla and Cécilia; Bernadette; Danielle?"
