Customer Id,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
QJFUFWDT2JK1,28,Private Sector/Self Employed,Yes,650000,4,0,No,No,No
HU42NDFEC6OI,35,Private Sector/Self Employed,No,800000,2,0,No,No,No
AI871QRAFR62,29,Private Sector/Self Employed,Yes,900000,6,1,No,No,No
R762ICKJ7682,26,Private Sector/Self Employed,Yes,600000,3,0,Yes,No,No
YGRKSQXFOG31,28,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
32F8NJ5754GX,33,Government Sector,Yes,800000,6,0,No,No,Yes
P7A86THKMI2S,31,Government Sector,No,350000,2,0,No,No,No
3M3DUJX8UY2V,29,Private Sector/Self Employed,Yes,1200000,7,1,No,No,No
S01N171872IY,26,Private Sector/Self Employed,Yes,600000,6,1,No,No,Yes
E0C34DWEG81F,25,Private Sector/Self Employed,Yes,1800000,4,1,Yes,No,Yes
457J9VNLPQK6,28,Government Sector,Yes,300000,6,0,No,No,No
9906UQPYW2D1,31,Private Sector/Self Employed,Yes,1250000,3,0,No,No,No
4V6U31K2Q12T,28,Private Sector/Self Employed,Yes,800000,2,0,No,No,No
K0X5I08CC7UP,31,Private Sector/Self Employed,Yes,1250000,5,0,No,No,Yes
J4FNPMIKFZAI,34,Private Sector/Self Employed,Yes,1000000,5,0,Yes,No,No
S7P42VAZE7FT,34,Private Sector/Self Employed,Yes,500000,3,0,No,No,No
0PWABINR9FL2,35,Private Sector/Self Employed,No,800000,5,0,No,No,No
8PJFAAELG5PP,34,Private Sector/Self Employed,No,1400000,3,1,No,Yes,Yes
CP3MX2EN3W2O,28,Government Sector,Yes,300000,2,0,No,No,No
ON09JLJCVI2C,26,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
VL6DYKKS3D5I,34,Private Sector/Self Employed,Yes,850000,4,0,No,No,Yes
2BEZUN6UDMMT,25,Government Sector,Yes,750000,6,0,No,No,Yes
BMPNG86ZX07D,33,Government Sector,Yes,700000,4,0,No,Yes,No
GZ9R9PRA4QVC,33,Government Sector,Yes,1100000,4,1,No,Yes,No
R2SPUNQLY93X,26,Private Sector/Self Employed,Yes,600000,6,1,No,No,No
7GOXHVX7DBJZ,25,Private Sector/Self Employed,No,1150000,3,0,No,No,No
6WGVTMGIA8K8,28,Private Sector/Self Employed,Yes,1150000,5,0,No,No,No
3CDXRQYQQHAU,34,Private Sector/Self Employed,Yes,1500000,6,1,Yes,Yes,Yes
EQ2B12FQMRBA,28,Private Sector/Self Employed,Yes,550000,5,0,No,No,No
ZEKTEFKNL78K,27,Government Sector,Yes,750000,4,0,Yes,No,No
J89ICGFNUIAR,33,Private Sector/Self Employed,Yes,1400000,6,1,No,Yes,Yes
4J0PIPYQGS4R,28,Private Sector/Self Employed,Yes,1150000,3,0,Yes,No,No
PKT98OO861VX,28,Government Sector,Yes,600000,3,0,No,No,No
A9JVWX3HKUQ7,26,Private Sector/Self Employed,Yes,600000,4,1,No,No,No
3424IRAMG3NC,33,Government Sector,Yes,400000,4,0,No,No,No
34UIPYOJSGJ2,25,Private Sector/Self Employed,No,600000,4,1,Yes,No,No
W74V27TZG8L0,31,Private Sector/Self Employed,Yes,900000,3,0,No,No,No
Y49C9G37ZLA6,25,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
JOML2D3YWTIZ,28,Private Sector/Self Employed,Yes,700000,2,1,No,No,No
PT9J7Z1G3ZQK,27,Government Sector,Yes,500000,8,0,No,No,No
6VK5VI19GFFL,28,Government Sector,Yes,300000,6,1,No,No,No
LG8MV0VZ36UW,33,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
MAE3GOPDNGHC,34,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
MNWVOYHYDO2B,29,Private Sector/Self Employed,Yes,1200000,9,0,No,No,Yes
DJ8VSS6JVFCS,33,Government Sector,Yes,600000,4,0,No,No,No
S05UHGRIYRF6,31,Government Sector,Yes,1200000,3,0,No,No,No
3TZN8JR9Q6B8,34,Government Sector,Yes,1300000,4,0,No,No,Yes
434N8GWNDSJF,32,Government Sector,Yes,350000,5,0,No,No,No
LG8B12I8VLR1,33,Private Sector/Self Employed,Yes,550000,5,1,No,No,Yes
0UW50FV2T0R7,34,Government Sector,Yes,1100000,9,0,No,No,Yes
BTJUBDKC0RN6,26,Government Sector,Yes,1450000,7,0,Yes,Yes,Yes
FVMJGZ7S2VPN,34,Private Sector/Self Employed,Yes,1050000,7,0,No,No,Yes
GYGQ0D0MTVVJ,28,Private Sector/Self Employed,Yes,650000,9,0,No,No,No
WSSR4JZ4XD8R,27,Private Sector/Self Employed,No,350000,5,1,No,No,No
R05W15PFLX3I,28,Government Sector,Yes,600000,5,0,No,Yes,No
P5OPC6KIEQBH,28,Private Sector/Self Employed,Yes,1150000,3,1,No,No,No
3N1ZQYV4T2NH,32,Government Sector,Yes,800000,5,1,Yes,No,Yes
BRDFPXQ5GGAS,29,Private Sector/Self Employed,Yes,1200000,5,0,No,No,No
9BXP1BNHPV09,27,Government Sector,Yes,1050000,5,1,No,No,No
0S7RWEHCWY0E,31,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
IM8Q283ECYFT,28,Private Sector/Self Employed,Yes,800000,4,1,No,No,No
7QKN1CC19ENK,25,Private Sector/Self Employed,Yes,1700000,3,0,Yes,No,Yes
MX052W9J2D41,28,Private Sector/Self Employed,Yes,550000,9,0,No,No,No
EEA9HNILFKV4,34,Private Sector/Self Employed,Yes,700000,5,1,No,Yes,No
KAMXBUC4GH1T,29,Private Sector/Self Employed,Yes,900000,7,0,No,No,Yes
1JIA8GIRBJP2,26,Private Sector/Self Employed,Yes,1250000,5,0,No,No,No
G2C6494OWLPT,27,Private Sector/Self Employed,No,450000,7,0,No,No,No
HZSFNC2PV5RG,29,Private Sector/Self Employed,Yes,350000,9,1,No,No,No
1F4SB28F560Y,27,Government Sector,Yes,1050000,7,0,No,No,Yes
NFUHKZ1XCHCR,25,Private Sector/Self Employed,Yes,1700000,4,0,Yes,No,Yes
XYWH456N3L8V,25,Private Sector/Self Employed,Yes,1400000,5,0,Yes,Yes,Yes
3PPN0D2DAYL5,28,Government Sector,Yes,300000,5,0,No,No,No
J0EVSWQEAJ88,35,Government Sector,Yes,1100000,4,0,No,No,No
KOHB7ZFXZFBU,28,Private Sector/Self Employed,Yes,1200000,6,1,No,No,No
0C05NOSLBJWS,34,Private Sector/Self Employed,Yes,700000,6,0,Yes,No,Yes
WCPE7DL5D8NZ,33,Private Sector/Self Employed,Yes,550000,5,0,No,No,No
XHZMJWL9JTD3,28,Private Sector/Self Employed,Yes,1150000,9,0,No,No,No
DQL1P1MO2HP1,25,Private Sector/Self Employed,Yes,1400000,2,1,No,Yes,Yes
JWAQAZ1FCQK9,29,Private Sector/Self Employed,Yes,1200000,5,0,No,Yes,No
Q2ZC7WNCRSA6,28,Government Sector,Yes,300000,3,1,No,No,No
WS4PCVXOHMWM,34,Private Sector/Self Employed,Yes,1300000,3,0,No,No,No
0T791EBPTK36,29,Private Sector/Self Employed,Yes,600000,5,1,No,No,No
1W2BQI3FJ15R,25,Private Sector/Self Employed,No,600000,4,0,Yes,Yes,No
DI3NH4TR38I3,25,Private Sector/Self Employed,No,1350000,5,1,No,Yes,Yes
PU6BMABBG045,25,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
04R0OPGQD9P1,26,Private Sector/Self Employed,Yes,600000,4,0,No,No,No
GS4N6ACEB0KQ,35,Private Sector/Self Employed,No,800000,4,0,No,No,No
QUUL3177IMPU,27,Government Sector,Yes,900000,7,1,No,No,No
9OFSV83DOXGN,29,Private Sector/Self Employed,Yes,350000,7,0,No,No,No
8V5NKQVRNW18,34,Private Sector/Self Employed,Yes,1000000,4,0,No,No,No
AJ3S75HNJS2W,25,Private Sector/Self Employed,Yes,500000,6,0,No,No,No
4TM3JK2QRG7P,31,Private Sector/Self Employed,Yes,950000,6,0,No,No,No
DKXNHGNMIC0I,31,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,Yes
VB06ADP3JEXE,31,Private Sector/Self Employed,Yes,1350000,4,0,No,Yes,Yes
W6FIXK3T6W5E,25,Private Sector/Self Employed,No,1700000,3,0,Yes,No,Yes
5Q8HDOVGG849,31,Private Sector/Self Employed,Yes,1400000,6,1,No,Yes,No
6A507WMQ2MHJ,25,Private Sector/Self Employed,Yes,1700000,4,0,Yes,No,Yes
8QDAHUR31BMU,28,Private Sector/Self Employed,Yes,800000,3,1,No,No,No
5D53GRD4BAFY,34,Private Sector/Self Employed,Yes,1000000,3,0,No,No,No
WVUNKN5ZTQZI,32,Government Sector,Yes,350000,7,0,No,No,No
4Z2BKXT274R8,28,Private Sector/Self Employed,Yes,1200000,3,0,No,No,No
VCDMLQ5J5VVE,29,Private Sector/Self Employed,Yes,1200000,3,1,No,Yes,Yes
R2IBS3ASUDQQ,28,Government Sector,Yes,1200000,3,0,No,No,No
YQAWD5OB2JPV,26,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,Yes
FJRMZR198AJQ,25,Private Sector/Self Employed,No,1350000,6,0,No,Yes,Yes
5UD5GFSOMNSM,33,Government Sector,Yes,400000,4,0,No,No,No
YVLVW5GPPDLL,33,Government Sector,Yes,1000000,3,0,No,Yes,No
M7558J6VPO11,34,Private Sector/Self Employed,Yes,1500000,7,1,Yes,Yes,Yes
T2O7XYYLD0W4,25,Private Sector/Self Employed,No,1350000,6,0,No,Yes,Yes
G83U15OWSPTC,30,Private Sector/Self Employed,No,500000,3,0,No,No,No
1YY0R58S1KRJ,28,Private Sector/Self Employed,Yes,1150000,5,0,No,No,Yes
8B8056CUZNNF,28,Private Sector/Self Employed,Yes,700000,5,1,No,No,No
0TPCUWUI9WS4,28,Private Sector/Self Employed,Yes,750000,6,0,Yes,No,No
EIAGF1DCYE5Y,28,Private Sector/Self Employed,Yes,1200000,3,0,No,No,No
0DU1OOSAOENN,26,Private Sector/Self Employed,Yes,750000,4,1,No,No,No
G7L8UQX9HJER,34,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
VKDCLQVDQR17,31,Government Sector,Yes,400000,6,0,No,No,No
BW1XIZ2DJ7GK,28,Government Sector,No,300000,6,0,No,No,No
1QRSAJ1320ON,30,Private Sector/Self Employed,No,550000,5,0,Yes,No,No
M686EP372400,28,Government Sector,Yes,1200000,5,0,No,No,No
50G27EL4Y2DA,31,Private Sector/Self Employed,Yes,1250000,7,1,No,No,No
VMTVXUEZWIFM,26,Government Sector,Yes,500000,6,1,No,No,No
SHXZ2XABGVY5,27,Government Sector,Yes,850000,7,1,No,No,No
EZHOYL3JDEA7,34,Private Sector/Self Employed,Yes,1000000,3,0,No,No,No
JI3P43RTMAK8,30,Private Sector/Self Employed,No,650000,7,0,No,No,No
SB539EORWJMJ,34,Private Sector/Self Employed,Yes,1500000,3,0,Yes,Yes,Yes
43W7LXZWYX02,31,Private Sector/Self Employed,Yes,1250000,5,1,No,No,No
ZKMU0S85Q8TP,26,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,Yes
FIFO310X246J,33,Private Sector/Self Employed,Yes,1400000,6,1,No,Yes,Yes
4H8NYIO8C4D1,28,Private Sector/Self Employed,Yes,800000,3,0,No,No,No
WXX68CI5PITY,29,Private Sector/Self Employed,Yes,350000,4,0,No,No,No
Q4BCZARX1NIH,28,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
62GCQMXWEN6D,32,Government Sector,Yes,850000,4,0,No,No,No
GU5E85VNTY5C,35,Private Sector/Self Employed,No,800000,7,0,No,No,Yes
D6P6E8E42487,28,Government Sector,Yes,300000,5,0,No,No,No
R7BAVH446L0F,34,Private Sector/Self Employed,Yes,1300000,4,0,No,No,No
NUPCDEQIFEFD,29,Private Sector/Self Employed,Yes,500000,2,0,No,No,No
UNOC6LK26TRY,31,Government Sector,No,400000,5,1,No,No,No
ZWJMQU2B3QXM,30,Private Sector/Self Employed,No,550000,3,0,No,No,No
K7TOI0YV53TP,29,Private Sector/Self Employed,Yes,1100000,6,0,No,No,No
XAUF1SFYLPOU,28,Private Sector/Self Employed,Yes,600000,4,0,No,No,No
FCBH9A57TFC6,28,Private Sector/Self Employed,Yes,1200000,3,1,Yes,No,No
88A71JP7N6A1,33,Government Sector,Yes,400000,4,0,No,No,No
OCAB5QF00BKV,33,Government Sector,Yes,1000000,4,0,No,No,No
WLE02MWGM0ZT,32,Government Sector,Yes,350000,5,0,No,No,No
WRD0NZXW0OIC,27,Government Sector,Yes,850000,6,0,Yes,No,No
QP63TYLAXEFR,29,Private Sector/Self Employed,Yes,1200000,6,0,No,No,No
T6IG3XDX73ZQ,29,Private Sector/Self Employed,Yes,1200000,7,1,No,No,No
3YE1S28WNBOE,31,Private Sector/Self Employed,Yes,1250000,8,0,No,No,No
SUFTEKZVC2CV,26,Private Sector/Self Employed,Yes,600000,6,0,No,No,No
IPH57WY4YPP1,33,Government Sector,Yes,800000,4,0,No,No,No
AJE87CT8FZH3,34,Private Sector/Self Employed,Yes,1000000,3,0,No,No,No
1P7EB61B7VEO,30,Private Sector/Self Employed,No,1450000,3,1,Yes,Yes,Yes
2AWQN6M1N66Q,31,Private Sector/Self Employed,Yes,900000,7,0,No,Yes,No
71GBYOCQO2Q3,28,Private Sector/Self Employed,Yes,1150000,9,0,No,No,No
GR61Q4MC10IU,32,Government Sector,Yes,1750000,6,0,No,No,No
LNOXEECXYKOQ,35,Government Sector,Yes,900000,7,0,No,No,Yes
6OTBLE8YSZG2,34,Private Sector/Self Employed,Yes,1500000,4,0,Yes,Yes,Yes
XDPKJ8NMVPM5,29,Private Sector/Self Employed,Yes,1100000,4,1,No,No,No
N0J547L6G0TL,31,Government Sector,Yes,1300000,4,0,No,No,No
XNQROEOR75DK,34,Private Sector/Self Employed,Yes,850000,5,0,No,No,Yes
0A1HVOZ4QZI2,29,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
BGG1J0CZH9ZE,31,Government Sector,Yes,1200000,4,0,No,No,No
2DIGQVWJ8GJG,30,Private Sector/Self Employed,No,800000,4,0,No,No,No
KW3HD4NYX91Z,33,Private Sector/Self Employed,Yes,1200000,7,0,No,No,Yes
FIVBY77TXATZ,32,Government Sector,Yes,650000,5,0,Yes,No,No
RBSR7K4B52JC,27,Government Sector,Yes,1050000,2,0,No,No,No
M20G4OAG9Q57,30,Private Sector/Self Employed,No,550000,4,0,No,No,Yes
JKBMVSAKOTXF,27,Government Sector,Yes,1050000,4,1,No,No,Yes
R0M7HXXO5OV3,28,Private Sector/Self Employed,Yes,1450000,3,0,Yes,Yes,Yes
V88R2JYI6NKL,29,Private Sector/Self Employed,Yes,1200000,6,1,No,No,No
XAMU27G6P0G2,28,Government Sector,Yes,300000,6,0,No,No,No
ZXGFZ8AJJSXL,28,Private Sector/Self Employed,Yes,650000,3,0,No,No,No
40QE01LQF8JL,31,Government Sector,No,300000,3,0,No,No,No
2CCLV59QGU7S,34,Private Sector/Self Employed,Yes,1000000,3,0,No,No,No
5HV9QLJFH68E,29,Private Sector/Self Employed,Yes,1050000,6,0,No,No,No
L8P28PKSMCDS,28,Private Sector/Self Employed,Yes,700000,2,1,No,No,Yes
M4DVTGQ5YERO,33,Government Sector,Yes,1100000,4,0,No,No,No
NU4TXXU7S0UB,34,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
PFKJKBCEI77V,29,Private Sector/Self Employed,Yes,1150000,4,1,No,Yes,No
L39UOF32MUH1,29,Private Sector/Self Employed,Yes,1100000,4,0,No,Yes,No
FWRQXYJPMRSX,28,Private Sector/Self Employed,Yes,800000,4,1,No,No,No
2B2PVNAYIYAT,29,Private Sector/Self Employed,Yes,350000,9,1,No,No,No
COUHW2AXSMD8,34,Private Sector/Self Employed,Yes,700000,6,0,Yes,No,Yes
TDIGE6LCYBWD,27,Private Sector/Self Employed,No,450000,4,0,No,No,No
87NSSJXD18L1,28,Private Sector/Self Employed,Yes,1400000,4,0,Yes,Yes,No
4F1X4A87WLQ8,25,Private Sector/Self Employed,No,1700000,6,0,Yes,No,Yes
KT86ZRC4ZGKW,33,Government Sector,Yes,650000,5,0,Yes,No,Yes
L2OQAL15DCNL,28,Private Sector/Self Employed,Yes,650000,2,1,No,No,Yes
9F97BOBWGHA8,29,Private Sector/Self Employed,Yes,1050000,7,0,No,No,No
DNJSCWKFA3SQ,31,Government Sector,No,350000,6,1,No,No,No
AK4HR477PMDW,29,Private Sector/Self Employed,Yes,600000,3,1,No,No,No
FPYYZHCCSSDK,26,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,Yes
0GWU76Q4SRWB,28,Private Sector/Self Employed,Yes,1150000,5,0,No,No,No
AH9P5RUFC2SQ,29,Private Sector/Self Employed,Yes,900000,5,0,No,No,Yes
X36G4HX1ICGC,26,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
B988EO566QUH,31,Private Sector/Self Employed,Yes,950000,5,0,No,No,No
8RMSRW6PSMP3,34,Private Sector/Self Employed,No,1400000,5,1,No,Yes,Yes
FQ29BQ5J6SFH,33,Government Sector,Yes,700000,2,0,No,No,No
7V25HBET3NQO,26,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
TJ1CAT1IZSIC,28,Private Sector/Self Employed,Yes,1100000,7,0,No,No,Yes
9RY2DFWZPXOC,31,Private Sector/Self Employed,Yes,1750000,4,0,No,No,No
PB85MI276KAL,25,Private Sector/Self Employed,Yes,1700000,5,0,Yes,No,Yes
7S9SYZPD4XZC,28,Government Sector,Yes,300000,4,0,No,No,No
WPH9NCHS1TMS,25,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
5KEPM3K9LLGB,27,Private Sector/Self Employed,No,350000,7,0,No,No,No
ISTUCL8VQ2D1,32,Government Sector,Yes,350000,2,0,No,No,No
A1NDI5HZ11O6,34,Private Sector/Self Employed,Yes,1500000,2,0,Yes,Yes,Yes
GF1SNYW59RK4,27,Government Sector,Yes,850000,5,1,No,No,No
8FDJ4FFJRLLF,32,Government Sector,Yes,350000,6,0,No,No,No
Q2Q2DW97NUIJ,34,Private Sector/Self Employed,Yes,1500000,2,0,Yes,Yes,Yes
DM5ILYCVFPTR,28,Private Sector/Self Employed,Yes,1250000,2,0,Yes,No,No
KBB0EOWUNCCB,29,Private Sector/Self Employed,Yes,1200000,7,0,No,Yes,No
XWZ55Y5HPV1M,26,Private Sector/Self Employed,Yes,600000,4,0,Yes,No,No
33P26I7PJWT9,34,Private Sector/Self Employed,Yes,1300000,4,1,No,No,Yes
IMS15WFHNE2J,34,Private Sector/Self Employed,Yes,1300000,2,0,No,No,No
1O4EXXLVJMD5,25,Private Sector/Self Employed,Yes,1700000,5,0,Yes,No,Yes
G11J1J53JAXK,29,Private Sector/Self Employed,Yes,1050000,3,1,Yes,No,No
VHMEFKSCM89K,29,Private Sector/Self Employed,Yes,1100000,2,0,No,No,No
4S4A002AT3PN,31,Government Sector,Yes,1200000,7,0,No,No,No
D86KKT7GZL9N,27,Private Sector/Self Employed,No,350000,5,1,No,No,No
PWUGHY617SRU,26,Government Sector,Yes,550000,4,0,No,No,No
A3UHTQV46TKP,30,Private Sector/Self Employed,No,800000,3,0,No,No,No
9X4EK7501ACN,25,Private Sector/Self Employed,No,1150000,5,1,No,No,No
4C6QL1D04CMK,29,Private Sector/Self Employed,Yes,1100000,3,0,No,No,No
BZPKI5XFZFDN,28,Private Sector/Self Employed,Yes,1150000,3,0,No,No,No
NZEPF3Q37TUG,34,Private Sector/Self Employed,Yes,1500000,4,1,Yes,Yes,Yes
Q9U61PVUSQ48,31,Private Sector/Self Employed,Yes,1350000,3,1,No,Yes,Yes
W9GHFCBID8DI,30,Private Sector/Self Employed,No,800000,5,0,No,No,Yes
BV4NH071V1AY,28,Government Sector,Yes,1100000,6,1,No,No,No
LYLVL30D5KKR,28,Private Sector/Self Employed,No,550000,6,0,No,No,No
M2PS63BPW7IC,29,Private Sector/Self Employed,Yes,1050000,4,0,No,No,No
M3OGNTIQI2DD,25,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
SA612MFKLRY6,34,Private Sector/Self Employed,Yes,1500000,4,1,Yes,Yes,Yes
4BPYKQDCHBJ3,25,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
XPNZ5BRXKRMY,28,Private Sector/Self Employed,Yes,700000,4,0,No,No,No
JP9UO2OACKVG,32,Government Sector,Yes,900000,6,1,No,No,No
FBMB486MOBYV,31,Private Sector/Self Employed,Yes,900000,4,1,No,No,No
M9XV5HABVOTV,34,Private Sector/Self Employed,Yes,1000000,6,1,No,No,Yes
Y2SV45GGWL1C,35,Private Sector/Self Employed,No,800000,7,1,No,No,Yes
OOHZ5SDOZCIR,35,Government Sector,Yes,1100000,5,0,No,No,No
V0132GN5NXZF,29,Private Sector/Self Employed,Yes,1350000,5,1,No,Yes,Yes
O33LLP9J5MP4,31,Private Sector/Self Employed,Yes,1100000,3,1,Yes,No,No
QKEKKSSQ8TK6,31,Government Sector,Yes,400000,5,0,No,No,No
F0K06TZASK7Z,28,Private Sector/Self Employed,Yes,800000,5,1,No,No,No
O7J4R4LEG4RY,32,Government Sector,Yes,900000,6,0,No,No,No
NDFQ1OMJKAR8,28,Private Sector/Self Employed,Yes,1200000,4,1,No,Yes,No
OH33O0W6P3MN,28,Private Sector/Self Employed,Yes,700000,5,0,No,No,No
8JML9JFM8RLB,28,Private Sector/Self Employed,Yes,700000,6,1,No,No,No
HU3TAORU7RBD,28,Private Sector/Self Employed,Yes,750000,5,1,No,No,No
TSK4RQ09PMF3,26,Government Sector,Yes,500000,6,0,No,No,No
FMLZD5KWSKZJ,28,Private Sector/Self Employed,Yes,700000,3,1,No,No,No
DDQDMN7QMZPK,26,Private Sector/Self Employed,Yes,600000,7,1,No,No,No
AUXKCWYMRVH3,28,Private Sector/Self Employed,Yes,1250000,4,1,No,No,No
E85P114S9DN9,25,Private Sector/Self Employed,Yes,1400000,7,0,No,Yes,Yes
C70OWJ7BMV7K,27,Government Sector,Yes,1050000,6,1,No,No,No
ZGQ81JCIQLC5,30,Private Sector/Self Employed,No,800000,9,0,No,No,No
ORCHNG3U02SH,31,Government Sector,Yes,400000,3,0,No,No,No
NK5HPLQ0GLJQ,28,Private Sector/Self Employed,Yes,500000,5,1,No,No,No
MV6L9NP2J0MC,31,Private Sector/Self Employed,Yes,1350000,4,0,No,Yes,Yes
4HNJCVWM2J0W,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,Yes
LALQVNC4DSXY,32,Government Sector,Yes,350000,3,0,No,No,No
VCHYIRN3S2HL,27,Private Sector/Self Employed,No,450000,3,0,No,No,No
YOAOZXRC6JYD,32,Government Sector,Yes,800000,2,1,No,No,No
JFOYW9RXZC49,28,Private Sector/Self Employed,Yes,550000,6,1,No,No,No
IFK8G7LLRTGS,27,Private Sector/Self Employed,No,450000,7,0,No,No,No
69OETEHXXRZF,28,Government Sector,Yes,300000,8,0,No,No,No
YKC15J9R5GNI,28,Private Sector/Self Employed,Yes,900000,6,0,No,No,Yes
8Z9C4UENLPLS,28,Government Sector,Yes,1200000,6,1,No,No,No
FQHFNP9MUR2N,30,Private Sector/Self Employed,No,550000,4,0,No,No,No
2LVBEXDQ91OT,25,Private Sector/Self Employed,No,1700000,3,1,Yes,No,No
SCPZYQNBJMNF,28,Private Sector/Self Employed,Yes,600000,3,0,No,No,No
8WI083TOW3QQ,31,Private Sector/Self Employed,Yes,950000,5,0,No,No,No
RUCYXNB05ANZ,29,Private Sector/Self Employed,Yes,1200000,5,0,No,No,No
4DFSLHYLL6UU,32,Government Sector,Yes,850000,3,0,No,No,Yes
37P0FXRPCHQ9,25,Private Sector/Self Employed,Yes,1750000,4,0,No,Yes,Yes
4SBYBGXFZOFB,29,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
ZYIJ2C5J55UL,34,Government Sector,Yes,1300000,5,1,No,No,No
09F9VX2F5CU1,25,Private Sector/Self Employed,No,1150000,5,1,No,No,Yes
6BLQUR11648O,26,Private Sector/Self Employed,Yes,500000,8,0,No,No,No
NOKZXMMURPAM,32,Government Sector,Yes,900000,4,1,No,No,Yes
CE4N3K0IC344,29,Private Sector/Self Employed,Yes,600000,6,0,No,No,No
K1HNFODLBLKR,29,Private Sector/Self Employed,Yes,1050000,7,0,No,No,No
OVRZ0OVWDAMS,27,Government Sector,Yes,500000,4,0,No,No,No
1MRDJ6NLKBVS,28,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
B82WN02AJSCS,28,Government Sector,Yes,300000,3,0,No,No,No
KTX0A4YJYLM1,31,Private Sector/Self Employed,Yes,900000,6,0,No,No,No
X8YN3ZAH6D2A,33,Government Sector,Yes,1100000,4,0,No,No,Yes
RFQ6T1A8KGHE,28,Private Sector/Self Employed,Yes,900000,5,0,No,No,No
3GA55AJ71IWI,28,Private Sector/Self Employed,Yes,800000,3,0,No,No,Yes
WIXDWGN2C60A,34,Private Sector/Self Employed,Yes,700000,2,0,Yes,No,No
PYVJX8ZH9ORH,25,Government Sector,Yes,750000,3,0,No,No,No
T0Z728F37DHB,31,Private Sector/Self Employed,Yes,1400000,7,0,No,Yes,Yes
R2PC9C90ML8F,31,Private Sector/Self Employed,Yes,1350000,8,0,No,Yes,Yes
31DDTGH3DJ1S,28,Private Sector/Self Employed,Yes,550000,4,0,No,No,No
TOLBVH9E5N6K,34,Private Sector/Self Employed,Yes,700000,4,0,Yes,No,Yes
XQY07WLFYWTD,34,Private Sector/Self Employed,Yes,1000000,7,0,No,No,Yes
687WHFGFE7BW,33,Private Sector/Self Employed,Yes,1500000,4,1,Yes,Yes,Yes
84M9VPTF05HM,28,Government Sector,Yes,600000,2,0,Yes,No,No
CTUG7R0VR42J,28,Government Sector,Yes,300000,3,0,No,No,No
NNCRQDX7DETD,26,Government Sector,Yes,500000,5,0,No,No,No
VFQPBCGNS7U3,32,Government Sector,Yes,800000,3,1,Yes,No,No
4JT1GPRJJNNC,33,Government Sector,Yes,600000,7,0,No,No,Yes
TV51ET9FJ21X,28,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
B6IOVEGP15S3,34,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
OM3N4SBHJ3P1,31,Private Sector/Self Employed,Yes,1250000,3,0,No,No,Yes
81EQHPCRSUN3,31,Private Sector/Self Employed,Yes,1250000,7,0,No,No,No
4Q30XERXGN9X,28,Private Sector/Self Employed,Yes,800000,6,0,No,No,No
JRD5JAEE3YU9,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,No
GT7F6H3FKTSA,32,Government Sector,Yes,800000,7,0,No,No,No
XAEVVEHQ3IXK,28,Private Sector/Self Employed,Yes,800000,4,0,Yes,No,No
EYODNSMDXHAY,27,Government Sector,Yes,750000,7,1,No,Yes,No
WEN308VUOR9S,30,Private Sector/Self Employed,No,1450000,3,1,Yes,Yes,Yes
ZRIILBIT3MNP,26,Private Sector/Self Employed,Yes,500000,3,0,No,No,No
FO7UGRKLFBE0,25,Private Sector/Self Employed,No,1150000,6,0,No,No,Yes
KEUESY3D8672,34,Private Sector/Self Employed,Yes,500000,7,0,No,No,Yes
ZSFHWAM55KVA,34,Private Sector/Self Employed,Yes,850000,3,1,No,No,No
QB9N8GAV6NMD,25,Private Sector/Self Employed,No,1150000,3,1,No,No,No
FC6F0OHUJJPA,34,Private Sector/Self Employed,Yes,500000,6,0,No,No,Yes
B7LJEQIIUUBN,35,Private Sector/Self Employed,No,800000,5,0,No,No,No
NVBFTD41IQQZ,28,Private Sector/Self Employed,No,550000,3,0,No,No,Yes
